Id,Model,Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Weight
186,?TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,1,8,2004,1,Petrol,98,1,0,1400,4,4,1100
187,TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort NIEUW AIRCO 5drs 4/5-Doors,18245,1,8,2004,1,Petrol,110,1,0,1600,5,4,1075
188,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6950,43,2,2001,243000,Diesel,69,0,0,1900,3,4,1110
189,TOYOTA Corolla 2.0 D4D SEDAN SOL 4/5-Doors,9500,38,7,2001,180638,Diesel,90,0,0,2000,4,4,1160
190,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,11950,40,5,2001,179860,Diesel,90,1,0,2000,5,4,1205
191,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,7750,43,2,2001,178858,CNG,110,0,0,1600,3,4,1084
192,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,11950,40,5,2001,161000,Diesel,69,1,0,1900,3,4,1105
193,TOYOTA Corolla 1.8D Stationwagen,4350,44,1,2001,158320,Diesel,69,0,0,1800,5,4,1110
194,TOYOTA Corolla 1.8D 4/5-Doors,4750,44,1,2001,131273,Diesel,69,1,0,1800,5,4,1110
195,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,11750,40,5,2001,130062,Diesel,69,1,0,1900,5,4,1140
196,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,123425,Diesel,69,1,0,1900,5,4,1140
197,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,37,8,2001,118217,Petrol,110,1,0,1600,5,4,1075
198,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,11900,44,1,2001,110000,Diesel,69,1,0,1900,5,4,1095
199,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,39,6,2001,108847,Diesel,90,1,0,2000,5,4,1205
200,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,42,3,2001,105699,Petrol,97,1,0,1400,3,4,1025
201,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,39,6,2001,98823,CNG,110,1,0,1600,5,4,1119
202,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11495,44,1,2001,96829,Petrol,110,1,0,1600,5,4,1075
203,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,11250,40,5,2001,96518,Petrol,97,1,0,1400,3,4,1025
204,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10500,42,3,2001,92204,Petrol,110,1,0,1600,5,4,1075
205,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,10450,35,10,2001,91456,Diesel,69,1,0,1900,3,4,1110
206,TOYOTA Corolla 19D LB Linea Terra 4/5-Doors,12950,43,2,2001,89968,Diesel,69,1,0,1900,5,4,1140
207,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11500,44,1,2001,89757,Petrol,110,1,0,1600,3,4,1045
208,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12500,40,5,2001,85389,Petrol,110,1,0,1600,5,4,1075
209,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,43,2,2001,85017,Petrol,97,0,0,1400,5,4,1060
210,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,41,4,2001,84312,Petrol,110,0,0,1600,5,4,1080
211,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,37,8,2001,82743,CNG,110,1,0,1600,5,4,1121
212,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,81106,Diesel,69,1,0,1900,5,4,1140
213,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,5,2001,80425,Diesel,90,1,0,2000,5,4,1205
214,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,11790,34,11,2001,78677,Petrol,110,1,1,1600,5,4,1105
215,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11450,40,5,2001,78425,Petrol,110,1,0,1600,5,4,1075
216,TOYOTA Corolla 2.0 D4D HATCHB SOL 2/3-Doors,13500,33,12,2001,78108,Diesel,90,1,0,2000,3,4,1170
217,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10950,33,12,2001,77321,Petrol,110,1,0,1600,5,4,1075
218,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,12,2001,75699,Diesel,69,0,0,1900,3,4,1105
219,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,41,4,2001,75697,Petrol,97,1,0,1400,3,4,1025
220,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,44,1,2001,74846,Petrol,97,1,0,1400,3,4,1025
221,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,38,7,2001,74319,Petrol,110,1,0,1600,5,4,1075
222,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,11950,43,2,2001,74285,Petrol,110,1,0,1600,5,4,1075
223,TOYOTA Corolla 1.6 HB LINEA SOL 4/5-Doors,12450,44,1,2001,74172,Petrol,110,1,0,1600,5,4,1615
224,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,40,5,2001,73042,Petrol,110,1,0,1598,5,4,1075
225,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,14950,44,1,2001,71793,CNG,110,1,0,1600,4,4,1067
226,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,35,10,2001,71200,Petrol,110,1,0,1600,5,4,1075
227,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,38,7,2001,67805,Petrol,110,1,0,1600,5,4,1075
228,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11950,35,10,2001,65988,Petrol,110,1,0,1600,3,4,1040
229,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11690,34,11,2001,65345,Petrol,97,1,0,1400,5,4,1060
230,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12450,42,3,2001,64564,Petrol,110,1,0,1600,5,4,1080
231,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12750,36,9,2001,63459,Petrol,97,1,0,1400,5,4,1060
232,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11925,44,1,2001,63451,Petrol,97,0,0,1400,3,4,1025
233,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 4/5-Doors,12950,33,12,2001,62000,Petrol,110,1,0,1600,5,4,1075
234,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11950,42,3,2001,61300,Petrol,97,1,0,1400,3,4,1030
235,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12900,41,4,2001,61200,Petrol,110,1,0,1600,3,4,1045
236,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11900,41,4,2001,61000,Petrol,110,0,0,1600,5,4,1075
237,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11650,38,7,2001,60829,Petrol,110,1,0,1600,5,4,1075
238,TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10950,44,1,2001,60500,Petrol,110,0,0,1600,5,4,1075
239,TOYOTA Corolla 1.9 D HB SOL 2/3-Doors,13950,35,10,2001,59500,Diesel,69,1,0,1900,3,4,1110
240,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,13950,44,1,2001,59000,Petrol,110,0,1,1600,5,4,1110
241,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,11950,40,5,2001,58954,Petrol,110,1,0,1600,5,4,1080
242,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,38,7,2001,58798,Petrol,110,1,0,1600,5,4,1075
243,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,38,7,2001,58363,Petrol,110,1,0,1600,3,4,1055
244,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11950,43,2,2001,58277,Petrol,110,1,0,1600,3,4,1045
245,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,13500,33,12,2001,57711,Diesel,90,1,0,2000,3,4,1165
246,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11690,33,12,2001,57269,Petrol,110,1,0,1600,5,4,1075
247,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13500,39,6,2001,56001,Petrol,110,1,0,1600,5,4,1075
248,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11950,42,3,2001,55968,Petrol,110,0,0,1600,3,4,1050
249,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12900,39,6,2001,55678,Petrol,110,1,0,1600,4,4,1030
250,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,13500,43,2,2001,55539,Petrol,110,1,0,1600,5,4,1085
251,TOYOTA Corolla 1.6 GL LB 4/5-Doors,11750,42,3,2001,55400,Petrol,110,0,0,1600,5,4,1075
252,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,33,12,2001,55350,Petrol,110,0,0,1600,5,4,1075
253,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10850,43,2,2001,54600,Petrol,110,0,0,1600,4,4,1030
254,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,43,2,2001,53773,Petrol,110,1,0,1600,5,4,1075
255,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,14950,42,3,2001,53719,Petrol,110,1,1,1600,5,4,1105
256,TOYOTA Corolla 1.6 Terra 5-Doors Liftback 4/5-Doors,9940,39,6,2001,53644,Petrol,110,1,0,1600,5,4,1075
257,TOYOTA Corolla 1.6-16v Linea Terra LB 4/5-Doors,12900,42,3,2001,53350,Petrol,110,0,0,1600,5,4,1075
258,TOYOTA Corolla 1.6I Luna liftback 4/5-Doors,13500,38,7,2001,53000,Petrol,110,1,0,1600,5,4,1075
259,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,44,1,2001,52084,Petrol,97,1,0,1400,3,4,1025
260,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,44,1,2001,52000,Petrol,97,0,0,1400,3,4,1025
261,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,33,12,2001,51945,Petrol,110,1,0,1600,5,4,1075
262,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,4,2001,51732,Petrol,97,1,0,1400,3,4,1025
263,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12495,39,6,2001,50873,Petrol,110,1,0,1600,5,4,1075
264,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,13500,41,4,2001,50856,Petrol,110,0,0,1600,4,4,1030
265,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,40,5,2001,50640,Petrol,110,1,0,1600,5,4,1075
266,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12000,39,6,2001,50000,Petrol,97,1,0,1400,5,4,1060
267,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,38,7,2001,49500,Petrol,110,1,0,1600,5,4,1075
268,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12495,44,1,2001,49332,Petrol,110,1,0,1600,5,4,1080
269,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12450,34,11,2001,49291,Petrol,110,1,0,1600,3,4,1040
270,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,5,2001,48952,Diesel,90,1,0,2000,5,4,1205
271,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,39,6,2001,48945,Petrol,110,0,0,1600,3,4,1040
272,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,12,2001,48928,Diesel,69,1,0,1900,3,4,1105
273,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,38,7,2001,48197,Petrol,110,1,0,1600,5,4,1075
274,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,35,10,2001,48052,Diesel,69,1,0,1900,3,4,1105
275,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,13450,34,11,2001,48011,Petrol,110,1,0,1600,4,4,1030
276,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,13500,43,2,2001,48000,Petrol,110,1,0,1600,5,4,1075
277,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11480,41,4,2001,47350,Petrol,110,1,0,1600,5,4,1075
278,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,13450,39,6,2001,46821,Petrol,97,1,0,1400,5,4,1060
279,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11495,39,6,2001,46694,Petrol,110,0,0,1600,3,4,1040
280,TOYOTA Corolla 1.4 VVTI L.Terra HB 4/5-Doors,12750,43,2,2001,46515,Petrol,97,0,0,1400,5,4,1025
281,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,38,7,2001,46327,Petrol,110,1,0,1600,3,4,1055
282,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12950,35,10,2001,46304,Petrol,97,1,0,1400,5,4,1060
283,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,5,2001,45886,Petrol,110,1,0,1600,5,4,1080
284,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,12850,39,6,2001,45713,Petrol,97,1,0,1400,5,4,1085
285,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,13950,40,5,2001,45600,Petrol,110,1,1,1600,5,4,1105
286,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,41,4,2001,45287,Petrol,110,1,0,1600,5,4,1075
287,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,39,6,2001,45081,Petrol,110,1,0,1600,5,4,1075
288,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11700,40,5,2001,44830,Petrol,110,1,0,1600,5,4,1075
289,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,37,8,2001,44757,Petrol,97,0,0,1400,3,4,1025
290,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,44,1,2001,44218,Petrol,97,1,0,1400,5,4,1060
291,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,43,2,2001,43632,Petrol,110,1,0,1600,5,4,1075
292,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,36,9,2001,43427,Petrol,110,1,0,1600,3,4,1040
293,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13875,39,6,2001,43254,Petrol,110,1,0,1600,5,4,1075
294,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,35,10,2001,43000,Petrol,110,0,0,1600,3,4,1050
295,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12295,33,12,2001,42823,Petrol,110,1,0,1600,5,4,1075
296,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,42,3,2001,42560,Petrol,110,1,0,1600,5,4,1080
297,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,7,2001,41754,Petrol,110,0,0,1600,3,4,1040
298,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,44,1,2001,41499,CNG,110,1,0,1600,5,4,1103
299,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12850,40,5,2001,41339,Petrol,110,1,0,1600,5,4,1080
300,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13995,35,10,2001,41000,Petrol,110,1,0,1600,5,4,1075
301,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13750,39,6,2001,40000,Petrol,110,1,0,1600,3,4,1055
302,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,37,8,2001,39757,Petrol,110,1,0,1600,5,4,1075
303,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12500,41,4,2001,39659,Petrol,110,1,0,1600,3,4,1045
304,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,13950,43,2,2001,39650,Petrol,110,0,0,1600,3,4,1055
305,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,39,6,2001,39524,Petrol,97,1,0,1398,3,4,1025
306,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,13950,44,1,2001,39516,Petrol,97,1,0,1400,5,4,1060
307,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,41,4,2001,39439,Petrol,97,0,0,1400,5,4,1060
308,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,44,1,2001,39000,Petrol,97,1,0,1400,3,4,1025
309,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 2/3-Doors,13500,42,3,2001,38932,Petrol,110,1,0,1600,3,4,1040
310,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,37,8,2001,38812,Petrol,97,0,0,1400,3,4,1025
311,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12450,42,3,2001,38665,Petrol,110,1,0,1600,5,4,1075
312,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,5,2001,38653,Petrol,110,1,0,1600,5,4,1080
313,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13995,44,1,2001,38461,Petrol,110,1,0,1600,5,4,1080
314,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,42,3,2001,38078,Petrol,97,0,0,1400,3,4,1025
315,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11650,39,6,2001,37782,Petrol,97,1,0,1400,5,4,1060
316,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,9950,43,2,2001,37576,Petrol,97,0,0,1400,3,4,1030
317,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13950,41,4,2001,37533,Petrol,110,1,0,1600,5,4,1075
318,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,44,1,2001,37389,Petrol,110,1,0,1600,5,4,1080
319,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,38,7,2001,37320,Petrol,97,1,0,1400,3,4,1025
320,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9900,42,3,2001,37000,Petrol,97,1,0,1400,3,4,1025
321,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,11950,44,1,2001,37000,Petrol,110,0,0,1600,4,4,1075
322,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11990,40,5,2001,36566,Petrol,110,0,0,1600,5,4,1090
323,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10750,36,9,2001,36269,Petrol,110,1,0,1600,5,4,1075
324,TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors,13950,37,8,2001,36074,Petrol,110,1,1,1600,5,4,1075
325,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11250,44,1,2001,36066,Petrol,110,1,0,1600,3,4,1040
326,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,39,6,2001,34599,Petrol,110,1,0,1600,5,4,1075
327,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,41,4,2001,34000,Petrol,110,1,0,1600,5,4,1075
328,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,42,3,2001,33623,Petrol,97,1,0,1400,3,4,1025
329,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,33,12,2001,33591,Petrol,110,1,0,1600,5,4,1075
330,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,35,10,2001,33258,Petrol,110,1,0,1600,5,4,1075
331,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11695,43,2,2001,33113,Petrol,110,1,0,1600,5,4,1075
332,TOYOTA Corolla 1.6v VVT-i Linea Sol 4/5-Doors,11000,41,4,2001,33000,Petrol,110,1,1,1600,5,4,1075
333,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,35,10,2001,32941,Petrol,110,1,0,1600,5,4,1080
334,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,38,7,2001,32781,Petrol,110,0,0,1600,5,4,1075
335,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11750,40,5,2001,32532,Petrol,110,1,0,1600,3,4,1040
336,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12400,34,11,2001,32431,Petrol,97,1,0,1400,5,4,1060
337,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,35,10,2001,32000,Petrol,110,0,0,1600,3,4,1040
339,TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,12900,33,12,2001,31000,Petrol,110,1,0,1600,5,4,1075
340,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12200,41,4,2001,30989,Petrol,110,0,0,1600,3,4,1045
341,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12750,43,2,2001,30742,Petrol,110,1,0,1600,3,4,1040
342,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,42,3,2001,30190,Petrol,110,1,0,1600,5,4,1075
343,TOYOTA Corolla Liftback 1.6 VVTI 4/5-Doors,11900,41,4,2001,29716,Petrol,116,1,0,1600,5,4,1075
344,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,44,1,2001,29716,Petrol,110,1,1,1600,3,4,1070
345,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14950,42,3,2001,29640,Petrol,110,0,0,1600,3,4,1055
346,?TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11950,41,4,2001,29056,Petrol,97,1,0,1400,5,4,1060
347,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,33,12,2001,28715,Petrol,110,1,0,1600,5,4,1075
348,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,14950,41,4,2001,28571,Petrol,110,0,0,1600,5,4,1090
349,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,13450,40,5,2001,28362,Petrol,110,1,0,1600,3,4,1040
350,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13750,38,7,2001,28150,Petrol,110,1,0,1600,5,4,1075
351,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,43,2,2001,27301,Petrol,110,1,0,1600,3,4,1040
352,?TOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors,12750,33,12,2001,27240,Petrol,110,1,0,1600,5,4,1075
353,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,39,6,2001,27170,Petrol,97,1,0,1400,5,4,1060
354,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,42,3,2001,27141,Petrol,97,1,0,1400,5,4,1060
355,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,38,7,2001,26262,Petrol,110,1,0,1600,5,4,1075
356,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12500,38,7,2001,26000,Petrol,97,1,0,1400,5,4,1060
357,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,14950,43,2,2001,25228,Petrol,110,1,0,1600,3,4,1045
358,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,39,6,2001,25062,Petrol,110,1,0,1600,5,4,1080
359,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,12695,39,6,2001,24723,Petrol,110,1,1,1600,4,4,1060
360,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,33,12,2001,24650,Petrol,110,1,0,1600,3,4,1055
361,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12750,43,2,2001,24553,Petrol,110,1,0,1600,5,4,1080
362,?TOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors,14350,41,4,2001,24475,Petrol,110,1,0,1600,5,4,1030
363,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,39,6,2001,24444,Petrol,110,1,0,1600,3,4,1040
364,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,35,10,2001,24011,Petrol,97,0,0,1400,3,4,1025
365,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,4,2001,24000,Petrol,97,1,0,1400,3,4,1025
366,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,40,5,2001,23616,Petrol,110,1,0,1600,5,4,1075
367,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12900,38,7,2001,22865,Petrol,110,1,0,1600,5,4,1075
368,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10500,41,4,2001,22780,Petrol,86,1,0,1300,5,4,1035
369,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,35,10,2001,21904,Petrol,97,0,0,1400,3,4,1025
370,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,4,2001,21651,Petrol,97,0,0,1400,3,4,1025
371,TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors,11450,37,8,2001,21500,Petrol,110,1,0,1600,5,4,1030
372,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13250,44,1,2001,21027,Petrol,110,1,0,1600,5,4,1080
373,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,39,6,2001,18500,Petrol,110,0,0,1600,4,4,1030
374,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,13995,35,10,2001,18000,Petrol,110,1,0,1600,5,4,1075
375,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11950,40,5,2001,17051,Petrol,97,0,0,1400,5,4,1060
